"","ISO","Language.Name","Altitude","Area","Bordering.languages","Bordering.languages.km","Extended","L1.pop","Polysynthetic","Roughness","Small.family","Vehicularity"
"3135","lns","Lamnso'",1108.035416,1822.86823,9,0.04852167,0,240000,0,5.829763412,0,1
"3136","lnu","Longuda",525.9998779,502.3220136,4,0.043658357,0,32000,0,5.291288614,0,0
"3137","loa","Loloda-Laba",267.2740326,582.8862003,4,0.0164469,0,15000,0,5.947149992,0,0
"3138","lob","Lobi",144.7321644,10049.57484,11,0.015373788,0,442000,0,4.224235296,0,0
"3139","loc","Inonhan",393.9503708,533.8540335,5,0.019899883,0,85800,0,5.750282288,0,0
"3140","loe","Saluan",785.106842,5545.70146,4,0.005347222,0,76000,0,6.428575039,0,0
"3141","lof","Logol",336.9057007,7.005418942,1,0.0980425,0,2600,0,4.371409416,0,0
"3142","log","Logo",333.4070435,8897.128644,14,0.024086656,0,210000,0,4.715840816,0,0
"3143","loh","Narim",644.3292694,1960.654961,4,0.021001966,0,3620,0,5.14138031,0,0
"3144","loi","Loma (Côte d'Ivoire)",145.6314163,5186.816335,1,0.003505182,0,8010,0,4.326758623,0,0
"3145","loj","Lou",592.3810434,29.41265774,0,0,0,1000,0,5.161361456,0,0
"3146","lok","Loko",389.239624,1686.961384,3,0.013245104,0,138000,0,5.029829502,0,0
"3147","lol","Mongo",76.83906555,224954.9323,24,0.006946983,0,400000,0,3.427655816,0,0
"3148","lom","Loma (Liberia)",434.8725433,4685.734163,6,0.01662735,0,195000,0,4.883308887,0,0
"3149","lon","Malawi Lomwe",614.9972382,7874.143157,9,0.018650794,0,850000,0,5.500852823,0,0
"3150","loo","Lombo",169.6915855,4058.530531,6,0.016753141,0,10000,0,4.110848844,0,0
"3151","lop","Lopa",219.0302963,391.7776885,4,0.027594734,0,5000,0,4.553212404,0,0
"3152","loq","Lobala",94.94940567,5615.796051,11,0.027249058,0,60000,0,3.283120275,0,0
"3153","lor","Téén",144.7321644,1222.192546,3,0.016468741,0,8100,0,4.224235296,0,0
"3154","los","Loniu",65.57713509,8.503786069,1,0.055278111,0,460,0,4.870939255,0,0
"3155","lot","Otuho",567.3527908,7358.190065,7,0.015254265,0,135000,0,5.025715232,0,0
"3156","low","Tampias Lobu",753.4922791,218.4499975,2,0.034555313,0,0,0,5.883290052,0,0
"3157","loy","Lowa",3076.701721,1086.767546,3,0.01836732,0,3030,0,6.772862434,0,0
"3158","loz","Lozi",289.1398163,27511.31428,15,0.011184305,0,696000,0,4.220128179,0,0
"3159","lpa","Lelepa",128.09338,7.380069489,0,0,0,400,0,5.000798941,0,0
"3160","lpe","Lepki",1651.89798,1009.62496,6,0.039335415,0,530,0,6.48093915,0,0
"3161","lpn","Long Phuri Naga",1398.330892,259.9086658,4,0.037368172,0,1000,0,6.425217787,0,0
"3162","lpo","Lipo",1242.140503,886.2705469,3,0.012680882,0,250000,0,6.604087353,0,0
"3163","lpx","Lopit",567.3527908,1091.937506,2,0.013676919,0,50000,0,5.025715232,0,0
"3164","lra","Rara Bakati'",213.9834766,1900.774266,6,0.021762924,0,23300,0,4.625504255,0,0
"3165","lrc","Northern Luri",1661.270386,22313.77653,6,0.004582533,0,1500000,0,5.603157997,0,0
"3166","lrg","Laragia",141.7901446,669.052674,4,0.016563628,0,23,0,4.099223216,1,0
"3167","lri","Marachi",938.9922981,285.4585757,4,0.047684938,0,155000,0,5.148241937,0,0
"3168","lrl","Lari",1231.509888,51670.85469,2,0.001948587,0,80000,0,6.355212688,0,0
"3169","lrm","Marama",757.9358597,173.8849865,5,0.087390546,0,152500,0,4.933711648,0,0
"3170","lrn","Lorang",66.68032885,9.42364861,0,0,0,220,0,3.258910537,0,0
"3171","lro","Laru (North Sudan)",282.9220238,358.0119265,4,0.052253049,0,40000,0,4.418931842,0,0
"3172","lrr","Southern Yamphu",2185.364502,77.21885252,4,0.073590964,1,2500,1,6.084828138,0,0
"3173","lrv","Larevat",205.1739502,55.02907855,6,0.144993945,0,680,0,5.786854148,0,0
"3174","lsa","Lasgerdi",1810.253906,166.7926854,1,0.021033148,0,1000,0,6.719725609,0,0
"3175","lsd","Lishana Deni",965.9433594,231.8285319,3,0.046195225,0,7500,0,6.142790556,0,0
"3176","lse","Lusengo",50.80887985,3373.671309,6,0.014476526,0,42000,0,2.905285239,0,0
"3177","lsh","Lish",2694.639954,48.09342907,1,0.038018118,0,2340,0,6.778354883,0,0
"3178","lsi","Lashi",1902.073364,1758.393794,6,0.022909908,0,31800,0,6.948141098,0,0
"3179","lsm","Saamia",938.9922981,935.9663284,7,0.037660827,0,480000,0,5.148241937,0,0
"3180","lsr","Srenge",798.9605103,45.42343345,4,0.146020701,0,700,0,5.861983538,0,0
"3181","lss","Lasi",613.6423874,23.15654951,0,0,0,15000,0,5.168378592,0,0
"3182","lti","Leti (Indonesia)",254.6973658,96.90107885,0,0,0,7500,0,4.939376414,0,0
"3183","ltn","Latundê",398.9295044,501.6880077,2,0.022348386,1,10,1,5.008751869,0,0
"3184","lto","Tsotso",757.9358597,128.9312128,5,0.103366657,0,122000,0,4.933711648,0,0
"3185","lts","Tachoni",1548.248291,374.9272404,4,0.04280618,0,253000,0,6.39795804,0,0
"3186","ltu","Latu",473.8993835,14.79750499,1,0.065137985,0,2130,0,6.308526993,0,0
"3187","ltz","Moselle Franconian",411.1689453,3868.476567,4,0.010537597,0,336000,0,5.10051775,0,0
"3188","lua","Luba-Lulua",233.8678284,53998.31089,12,0.00699151,0,6300000,0,4.403327942,0,1
"3189","lub","Luba-Katanga",452.868988,151262.141,12,0.003716669,0,1510000,0,5.126507998,0,0
"3190","luc","Aringa",672.0764771,1865.218981,5,0.027718406,0,300000,0,5.588666439,0,0
"3191","lud","Ludian",188.1007233,6766.739152,3,0.006645899,0,3000,0,4.191274643,0,0
"3192","lue","Luvale",201.200943,81149.07648,8,0.003084288,0,635000,0,4.07556957,0,1
"3193","lug","Ganda",449.3969879,37397.07072,8,0.003236694,0,4130000,0,4.605888446,0,1
"3194","lui","Luiseno",996.875946,268.7641512,1,0.011994373,0,5,0,6.53670609,0,0
"3195","luj","Luna",184.1488419,1894.863826,3,0.012242273,0,50000,0,4.275839984,0,0
"3196","luk","Lunanakha",2664.552612,264.6931021,1,0.015208987,0,700,0,6.941900969,0,0
"3197","lul","Olu'bo",567.3527908,1029.081824,5,0.032620484,0,15000,0,5.025715232,0,0
"3198","lum","Luimbi",524.3982544,26209.18153,5,0.00742191,0,43900,0,5.282084465,0,0
"3199","lun","Lunda",463.4151001,147700.1522,16,0.003213568,0,403000,0,4.954547405,0,0
"3200","luo","Luo (Kenya and Tanzania)",757.9358597,10150.12344,13,0.011118967,0,4184000,0,4.933711648,0,0
"3201","lup","Lumbu",299.7675076,13206.96337,11,0.0096138,0,22720,0,5.197755933,0,0
"3202","lus","Mizo",952.7190247,17296.43365,19,0.019800338,0,687750,0,5.983741283,0,0
"3203","lut","Northern Lushootseed",1428.274963,43.3735741,1,0.022424007,1,10,1,6.406281233,0,0
"3204","luv","Luwati",579.6044006,0.175813791,0,0,0,30000,0,6.027523041,0,0
"3205","luw","Luo (Cameroon)",1108.035416,463.1902118,0,0,0,1,0,5.829763412,0,0
"3206","luz","Southern Luri",2276.577393,23567.82978,3,0.004437175,0,875000,0,6.715801239,0,0
"3207","lva","Maku'a",436.8934097,36.29126081,1,0.034058484,0,56,0,6.120228767,0,0
"3208","lvk","Lavukaleve",318.4767761,230.9059498,0,0,0,1780,0,5.926286221,1,0
"3209","lvu","Central Lembata-Lewokukun",359.1753235,167.3808121,4,0.076588526,0,4000,0,5.88604784,0,0
"3210","lwa","Lwalu",305.34021,3333.241924,5,0.018818545,0,21000,0,4.538269997,0,0
"3211","lwe","Lewo Eleng",359.1753235,189.9114881,2,0.023779919,0,4000,0,5.88604784,0,0
"3212","lwg","Wanga",1116.669357,476.3417443,8,0.084621951,0,309000,0,5.433890899,0,0
"3213","lwh","White Lachi",1085.007355,343.556028,3,0.033414117,0,1600,0,6.366424561,0,0
"3214","lwl","Eastern Lawa",745.2794495,285.6340478,1,0.015480589,0,7000,0,6.088199258,0,0
"3215","lwm","Laomian",693.9308167,930.1245443,1,0.007406471,0,1600,0,6.153100252,0,0
"3216","lwo","Luwo",117.1415291,5408.658405,6,0.016869815,0,80000,0,3.405061126,0,0
"3217","lwt","Lewotobi",360.5584488,249.671206,3,0.047309965,0,6000,0,5.500368655,0,0
"3218","lww","Lewo",209.6103821,224.4628854,6,0.05603831,0,2200,0,5.640644073,0,0
"3219","lya","Layakha",2664.552612,414.4005798,1,0.011120629,0,1100,0,6.941900969,0,0
"3220","lyg","India Lyngam",2148.668091,2022.313561,8,0.031798727,0,6000,0,6.511569738,0,0
"3221","lyn","Luyi",145.4012884,19643.74793,7,0.007791116,0,2880,0,3.810237328,0,0
"3222","lzl","Naman",205.1739502,55.92339673,4,0.132324832,0,15,0,5.786854148,0,0
"3223","lzn","Leinong Naga",1489.161133,797.0062876,5,0.029123232,0,7000,0,6.548625231,0,0
"3224","lzz","Laz",2149.70752,4983.801177,3,0.00670496,0,21000,0,6.942372799,0,0
"3225","maa","San Jerónimo Tecóatl Mazatec",1748.040588,168.6078015,5,0.092740864,0,18900,0,6.584167004,0,0
"3226","mab","Yutanduchi Mixtec",1929.708313,52.89730674,3,0.099072948,0,960,0,6.722405553,0,0
"3227","mad","Madurese",469.3520508,30065.51539,5,0.002317511,0,6770000,0,6.308537642,0,0
"3228","mae","Bo-Rukul",877.9816895,9.676143639,2,0.102098275,0,2000,0,5.435926914,0,0
"3229","maf","Mafa",430.8778992,1110.867899,16,0.071916856,0,140910,0,4.921094418,0,0
"3230","mag","Magahi",553.8492584,12009.10358,4,0.00889812,0,14000000,0,4.564480066,0,0
"3231","mah","Marshallese",0.206635464,211.091238,0,0,0,43900,0,3.790345192,0,1
"3232","mai","Maithili",1061.010498,34015.78112,10,0.010122433,0,33890000,0,4.55958581,0,1
"3233","maj","Jalapa De Díaz Mazatec",1876.390503,192.8792228,5,0.087813466,0,17500,0,6.530743599,0,0
"3234","mak","Makasar",502.8755188,4630.511644,4,0.008813647,0,2130000,0,6.305090427,0,0
"3235","mal","Malayalam",859.1639404,40428.35417,3,0.001803277,0,33000000,0,6.48571682,0,1
"3236","mam","Mam",1827.145874,6046.44951,9,0.016466338,0,537980,0,6.792926431,0,0
"3237","maq","Chiquihuitlán Mazatec",1876.390503,44.70884176,4,0.156226005,0,1500,0,6.530743599,0,0
"3238","mar","Marathi",320.5892944,292618.1526,15,0.004993505,0,71700000,0,4.944548368,0,1
"3239","mas","Masai",1006.375732,89825.07743,29,0.01180866,0,1297000,0,6.360332251,0,0
"3240","mat","San Francisco Matlatzinca",2015.525879,63.81708434,1,0.035007054,0,650,0,6.614146709,0,0
"3241","mau","Huautla Mazatec",1876.390503,514.5950268,7,0.079016678,0,74600,0,6.530743599,0,0
"3242","mav","Sateré-Mawé",123.3279419,11629.3015,1,0.002473132,0,9160,0,3.786920071,0,0
"3243","maw","Mampruli",177.355957,5513.939609,7,0.014381248,0,220000,0,4.221331358,0,1
"3244","maz","Central Mazahua",2015.525879,1977.373931,4,0.023667098,0,74000,0,6.614146709,0,0
"3245","mba","Higaonon",806.4185791,4029.193773,4,0.014631402,0,30000,0,6.234762033,0,0
"3246","mbb","Western Bukidnon Manobo",941.1138306,792.8591821,4,0.031630763,0,15000,0,6.432351112,0,0
"3247","mbc","Macushi",373.5916977,25898.8135,4,0.002339773,0,18030,0,4.720792055,0,0
"3248","mbd","Dibabawon Manobo",775.9063873,1414.75539,7,0.038119616,0,10000,0,6.303737164,0,0
"3249","mbe","Molale",897.4563904,7296.924072,4,0.010681363,0,0,0,6.08579278,1,0
"3250","mbh","Mangseng",490.2012634,1709.205433,4,0.017795935,0,2500,0,6.238593578,0,0
"3251","mbi","Ilianen Manobo",1211.363037,1942.622257,6,0.028163954,0,14600,0,6.531594276,0,0
"3252","mbj","Nadëb",235.9543009,18804.76653,1,0.00152815,1,400,0,3.368484259,0,0
"3253","mbk","Malol",512.5372391,72.04176916,4,0.074773911,0,3330,0,4.709376335,0,0
"3254","mbl","Maxakalí",519.435791,3450.547058,1,0.004568581,0,1270,0,5.475757599,0,0
"3255","mbm","Ombamba",352.966362,5569.343642,2,0.004319809,0,24800,0,4.661385536,0,0
"3256","mbn","Macaguán",1270.393143,4715.87371,2,0.006422792,1,300,1,4.554497361,0,0
"3257","mbo","Mbo (Cameroon)",1330.718506,1301.089735,9,0.046013459,0,45000,0,6.410482407,0,0
"3258","mbp","Malayo",3055.334229,945.8262041,3,0.021029602,0,1850,0,6.71608448,0,0
"3259","mbq","Maisin",1962.103271,512.1747611,4,0.027097092,0,2610,0,7.013994217,0,0
"3260","mbr","Nukak Makú",71.46427345,1565.742999,1,0.004414907,0,700,0,3.694317102,1,0
"3261","mbs","Sarangani Manobo",568.6444244,1672.463648,3,0.009642339,0,58000,0,5.801836967,0,0
"3262","mbt","Matigsalug Manobo",941.1138306,1526.435737,6,0.037625548,0,50000,0,6.432351112,0,0
"3263","mbu","Mbula-Bwazza",519.0105286,930.3896976,4,0.027901742,0,100000,0,5.312858264,0,0
"3264","mbv","Mbulungish",244.5726929,313.7996066,1,0.010198917,0,5000,0,4.37706399,0,0
"3265","mbw","Maring",2487.246094,669.4809879,4,0.035676371,0,11000,0,6.933227539,0,0
"3266","mbx","Mari (East Sepik Province)",1519.695343,122.3686856,4,0.076851046,0,80,0,6.334013462,0,0
"3267","mby","Memoni",613.6423874,668.8380395,2,0.017077461,0,0,0,5.168378592,0,0
"3268","mbz","Amoltepec Mixtec",2111.376038,145.3797266,4,0.083258803,0,5630,0,6.860644102,0,0
"3269","mca","Maca",141.431661,940.6192864,1,0.007014659,0,1500,0,3.616947492,0,0
"3270","mcb","Machiguenga",2423.135315,23915.86222,7,0.008250752,1,5910,1,6.346942425,0,0
"3271","mcc","Bitur",353.2976481,527.9033723,4,0.040830843,0,860,0,3.609974623,0,0
"3272","mcd","Sharanahua",400.0176239,6480.05217,5,0.009118895,0,453,0,4.066667676,0,0
"3273","mce","Itundujia Mixtec",2111.376038,379.8475709,2,0.02674286,0,850,0,6.860644102,0,0
"3274","mcf","Matsés",75.94338226,4388.248974,4,0.007509339,1,2230,0,3.47418642,0,0
"3275","mcg","Mapoyo",658.3569107,1135.748893,3,0.023837743,0,12,0,4.168040752,0,0
"3276","mch","Maquiritari",890.9279785,52571.07852,11,0.00828577,1,5950,0,6.102995157,0,0
"3277","mci","Mese",1402.202866,288.4707884,3,0.039201591,0,4000,0,6.950956821,0,0
"3278","mcj","Mvano",1055.950439,4.348361229,1,0.122688568,0,100,0,5.800908089,0,0
"3279","mck","Mbunda",147.4065285,21445.01266,9,0.006740875,0,218000,0,3.913027883,0,0
"3280","mcl","Macaguaje",1609.62326,3876.764608,1,0.003943618,0,450,0,5.263662994,0,0
"3281","mcn","Masana",178.8467064,8911.92897,10,0.021640402,0,233000,0,3.728190303,0,0
"3282","mco","Coatlán Mixe",1435.255432,399.5693464,6,0.065909352,1,5000,1,6.5828197,0,0
"3283","mcp","Makaa",246.3834254,7999.180172,8,0.018823024,0,80000,0,4.360156457,0,0
"3284","mcq","Ese",1962.103271,805.2508128,6,0.040821938,0,10000,0,7.013994217,0,0
"3285","mcr","Menya",1690.902893,593.1808035,4,0.037576386,0,20000,0,6.805873156,0,0
"3286","mcs","Mambai",394.9056346,314.3948111,2,0.017996392,0,10000,0,4.891527017,0,0
"3287","mcu","Donga Mambila",1109.349701,849.639679,8,0.043059718,0,30000,0,5.734427929,0,0
"3288","mcv","Minanibai-Foia Foia",1295.200195,444.0546741,4,0.041548262,0,300,0,5.687114239,0,0
"3289","mcw","Mawa (Chad)",126.4101944,456.4167787,3,0.034460762,0,6560,0,3.388356566,0,0
"3290","mcx","Mpiemo",135.964859,6296.852661,11,0.016791716,0,29000,0,4.52796936,0,0
"3291","mcy","South Watut",1785.090088,235.3921305,5,0.07102809,0,890,0,7.233548403,0,0
"3292","mcz","Mawan",2141.664124,1.6191952,0,0,0,470,0,7.110357523,0,0
"3293","mda","Mada (Nigeria)",684.9346924,1051.781899,8,0.045011849,0,100000,0,5.532274246,0,0
"3294","mdb","Morigi",1295.200195,744.5490919,4,0.012661684,0,700,0,5.687114239,0,0
"3295","mdc","Male (Papua New Guinea)",2141.664124,7.5819345,4,0.290692556,0,970,0,7.110357523,0,0
"3296","mdd","Mbum",672.7867279,14783.65241,14,0.013809465,0,51100,0,5.505387306,0,0
"3297","mde","Maba (Chad)",279.1218262,25463.818,12,0.01169558,0,296000,0,4.369766474,0,1
"3298","mdf","Moksha",103.3001137,11608.90539,1,0.000656,0,2030,0,3.792916656,0,0
"3299","mdg","Massalat",233.1573753,11941.78001,0,0,0,10,0,3.997254252,0,0
"3300","mdh","Maguindanao",901.7791748,4628.560429,5,0.016108122,0,1100000,0,6.303224325,0,1
"3301","mdi","Mamvu",391.5422173,9077.11057,11,0.013643148,0,60000,0,4.669788659,0,0
"3302","mdj","Mangbetu",218.5772533,29731.50305,12,0.007575082,0,620000,0,4.092846632,0,0
"3303","mdk","Mangbutu",505.8438721,2455.954658,5,0.018399037,0,15000,0,5.114546061,0,0
"3304","mdm","Mayogo",277.2405624,2983.142848,5,0.01119755,0,100000,0,4.225031257,0,0
"3305","mdn","Mbati",192.9779968,2222.920007,3,0.012723822,0,60000,0,4.349057674,0,0
"3306","mdp","Mbala",296.8771019,21078.21692,14,0.009295669,0,200000,0,4.654328048,0,0
"3307","mdq","Mbole",125.9172745,20137.95439,10,0.010105052,0,100000,0,3.800719857,0,0
"3308","mdr","Mandar",1409.319885,1336.352478,8,0.023291504,0,475000,0,6.685564518,0,0
"3309","mds","Maria (Papua New Guinea)",1126.683517,1490.458239,7,0.028606831,0,1350,0,6.858831644,1,0
"3310","mdt","Mbere",236.6518326,11631.3151,4,0.006400963,0,105900,0,4.243530989,0,0
"3311","mdu","Mboko",220.8414714,726.9976451,2,0.009849175,0,27200,0,4.393720945,0,0
"3312","mdv","Santa Lucía Monteverde Mixtec",1947.480916,96.89721595,3,0.080721155,0,5430,0,6.786292871,0,0
"3313","mdw","Mbosi",279.2610779,8094.859736,5,0.011714488,0,108000,0,4.44239068,0,0
"3314","mdx","Dizin",1306.354279,2109.086981,3,0.012612084,0,33900,0,6.304843664,0,0
"3315","mdy","Male (Ethiopia)",1286.789124,1234.6154,9,0.055320023,0,95000,0,6.565350771,0,0
"3316","mdz","Suruí Do Pará",230.9023743,1168.796389,1,0.007745255,0,260,0,4.416878462,0,0
"3317","mea","Menka",1106.72113,105.1339193,5,0.110967677,0,5200,0,5.925098896,0,0
"3318","meb","Ikobi",982.692627,3299.407789,5,0.01599157,0,1570,0,4.942091465,1,0
"3319","mec","Marra",173.4082184,2711.746033,3,0.006562954,0,57,0,4.236668825,0,0
"3320","med","Melpa",2458.823486,2178.479972,10,0.042725359,0,130000,0,6.990205526,0,0
"3321","mee","Mengen",549.6293182,2851.823964,5,0.012295937,0,8400,0,6.487257719,0,0
"3322","mef","Bangladesh Lyngam",1210.084686,120.6418409,6,0.086447967,0,6870,0,5.138779879,0,0
"3323","meh","Southwestern Tlaxiaco Mixtec",1937.062744,254.359761,3,0.048335397,0,7340,0,6.740927696,0,0
"3324","mei","Midob",345.2023621,1510.093773,1,0.006557168,0,50000,0,5.014269114,0,0
"3325","mej","Meyah",670.0216293,6645.253322,6,0.01556171,0,14800,0,6.307080388,0,0
"3326","mek","Mekeo",1833.379211,2867.894903,6,0.020072179,0,19000,0,7.185129404,0,0
"3327","mel","Central Melanau",281.2333984,1844.191452,3,0.005651722,0,113280,0,4.381498277,0,0
"3328","mem","Mangala",190.1380157,6577.829501,2,0.005419967,0,61,0,4.393226624,0,0
"3329","men","Mende (Sierra Leone)",323.1824036,28816.09027,9,0.0080767,0,1499700,0,4.731113434,0,1
"3330","mep","Miriwung",379.3855591,17789.83989,5,0.00678698,0,210,0,5.049996376,0,0
"3331","meq","Merey",269.8820686,47.22276528,4,0.151053879,0,10000,0,3.989992976,0,0
"3332","mer","Meru",1371.437164,6192.265263,11,0.032304389,0,1660000,0,6.201543331,0,0
"3333","mes","Masmaje",239.5257416,1607.753611,4,0.02392576,0,0,0,3.914487123,0,0
"3334","met","Mato",1796.082153,237.022879,5,0.078648655,0,580,0,7.287487507,0,0
"3335","meu","Motu",1892.6604,70.61622401,7,0.050200238,0,39000,0,7.190649509,0,0
"3336","mev","Mann",411.1082764,6896.150734,6,0.012787665,0,390000,0,4.789280176,0,0
"3337","mew","Maaka",346.9700928,1750.698665,5,0.028043213,0,10000,0,5.006450653,0,0
"3338","mey","Hassaniyya",100.5080271,1668384.64,18,0.001326351,0,3238190,0,3.496623635,0,1
"3339","mez","Menominee",232.4905186,489.8781073,1,0.009987377,1,35,1,4.1357584,0,0
"3340","mfc","Mba",169.6915855,7001.655859,4,0.008370473,0,36100,0,4.110848844,0,0
"3341","mfd","Mendankwe-Nkwen",1106.72113,87.92364757,5,0.11434366,0,23100,0,5.925098896,0,0
"3342","mff","Naki",1106.72113,226.3305338,9,0.07637088,0,3000,0,5.925098896,0,0
"3343","mfg","Mixifore",244.5726929,329.2755462,4,0.047569809,0,20000,0,4.37706399,0,0
"3344","mfh","Matal",269.8820686,98.74585689,6,0.154402676,0,18000,0,3.989992976,0,0
"3345","mfi","Wandala",259.5497246,1791.682326,13,0.034756723,0,43500,0,3.757475495,0,0
"3346","mfj","Mefele",430.8778992,142.8464802,6,0.092610923,0,11000,0,4.921094418,0,0
"3347","mfk","North Mofu",269.8820686,117.5792312,7,0.144229531,0,27500,0,3.989992976,0,0
"3348","mfl","Putai",430.8778992,8630.202169,11,0.022541689,0,50,0,4.921094418,0,0
"3349","mfm","Marghi South",430.8778992,8630.202169,11,0.022541689,0,166000,0,4.921094418,0,0
"3350","mfn","Cross River Mbembe",348.8528137,917.7796559,13,0.05817596,0,100000,0,4.741388559,0,0
"3351","mfo","Mbe",727.786972,129.7839652,4,0.080828072,0,65000,0,5.333243728,0,0
"3352","mfp","Makassar Malay",502.8755188,710.4695545,1,0.006253273,0,0,0,6.305090427,0,0
"3353","mfq","Moba",247.1611328,1861.057655,4,0.017456134,0,190800,0,4.408506632,0,0
"3354","mfr","Marithiel",185.4514236,544.8616413,3,0.034833278,1,15,1,4.499478102,0,0
"3355","mft","Mokerang",65.57713509,4.573877655,0,0,0,200,0,4.870939255,0,0
"3356","mfu","Mbwela",265.3576355,189399.5516,14,0.005793213,0,222000,0,4.488793373,0,0
"3357","mfv","Mandjak",32.27769279,5929.020472,13,0.015130139,0,310600,0,3.006101012,0,0
"3358","mfw","Mulaha",1927.381836,259.0479404,2,0.019454588,0,0,0,7.102321863,0,0
"3359","mfx","Melo",1286.789124,798.555104,3,0.025557686,0,20200,0,6.565350771,0,0
"3360","mfy","Mayo",1167.053223,29742.70352,2,0.001683779,0,32900,0,5.824351788,0,0
"3361","mfz","Mabaan",258.3789444,6516.892326,4,0.010967688,0,50000,0,3.788920164,0,0
"3362","mgb","Mararit",338.9927673,2407.497978,3,0.015007277,0,42400,0,4.626244068,0,0
"3363","mgc","Morokodo",291.4970398,4018.825526,3,0.01173277,0,50000,0,4.485100746,0,0
"3364","mgd","Moru",300.0865936,6373.597837,5,0.01324058,0,70000,0,4.358267307,0,0
"3365","mge","Mango",136.3961639,2637.682045,4,0.015546141,0,52200,0,3.896679401,0,0
"3366","mgf","Maklew",32.45097351,3014.985956,4,0.015965419,0,120,0,2.679110289,1,0
"3367","mgg","Mpongmpong",140.9774094,5292.276165,6,0.006501787,0,45000,0,4.3985943,0,0
"3368","mgh","Makhuwa-Meetto",338.4850769,65545.4735,9,0.004950265,0,1348000,0,4.84874773,0,0
"3369","mgi","Lijili",741.4852524,643.8781994,4,0.029641751,0,50000,0,5.280736923,0,0
"3370","mgj","Abureni",115.6379375,145.8081327,4,0.080057968,0,4000,0,2.924462557,0,0
"3371","mgk","Mawes",580.927002,124.1965062,6,0.080685556,0,850,0,5.985350609,1,0
"3372","mgl","Maleu-Kilenge",613.0570679,821.6327484,2,0.015197478,0,5200,0,6.149116993,0,0
"3373","mgm","Mambae",710.0447693,2799.656637,8,0.02304581,0,131000,0,6.284698248,0,0
"3374","mgn","Mbangi",139.7054113,497.4777103,3,0.020482403,0,2750,0,4.313602606,0,0
"3375","mgo","Meta'",1106.72113,663.9127925,12,0.083056188,0,87000,0,5.925098896,0,0
"3376","mgp","Eastern Magar",4507.749512,4797.491851,19,0.025318266,0,533700,0,7.108198643,0,0
"3377","mgq","Malila",1157.950684,634.4057471,4,0.035733189,0,65000,0,6.386398315,0,0
